epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
89,2345.66,0.64062,0.54247,0.96001,0.93931,0.94635,0.9651,0.80514,0.58701,0.34392,0.78443,5.152e-05,5.152e-05,5.152e-05
90,2372.77,0.63822,0.53486,0.95956,0.93642,0.94223,0.96669,0.80488,0.59582,0.34634,0.78495,4.756e-05,4.756e-05,4.756e-05
91,2421.95,0.64657,0.54904,0.97389,0.92852,0.945,0.96673,0.80589,0.59774,0.34707,0.78532,4.36e-05,4.36e-05,4.36e-05
92,2444.21,0.65431,0.54622,0.96424,0.91935,0.94327,0.96029,0.80131,0.58952,0.34574,0.785,3.964e-05,3.964e-05,3.964e-05
93,2469.09,0.64527,0.54997,0.96548,0.93788,0.93658,0.96484,0.80208,0.57897,0.34002,0.78392,3.568e-05,3.568e-05,3.568e-05
94,2496.25,0.6416,0.55401,0.96573,0.93729,0.93869,0.9651,0.80576,0.57397,0.3387,0.78372,3.172e-05,3.172e-05,3.172e-05
95,2522.82,0.66311,0.53104,0.95001,0.93674,0.94446,0.96949,0.80877,0.5735,0.33804,0.78357,2.776e-05,2.776e-05,2.776e-05
96,2549.57,0.64103,0.54735,0.95797,0.93194,0.95078,0.97069,0.81265,0.57714,0.33813,0.78341,2.38e-05,2.38e-05,2.38e-05
97,2580.27,0.63728,0.53122,0.95306,0.93711,0.94882,0.97043,0.81231,0.57986,0.3396,0.78361,1.984e-05,1.984e-05,1.984e-05
98,2617.81,0.61032,0.509,0.94639,0.93759,0.95099,0.97071,0.81192,0.57833,0.33804,0.78357,1.588e-05,1.588e-05,1.588e-05
99,2651.48,0.65941,0.54168,0.96694,0.93967,0.94934,0.97074,0.81037,0.57627,0.33557,0.78345,1.192e-05,1.192e-05,1.192e-05
100,2679.15,0.65136,0.54954,0.96658,0.94236,0.94886,0.97161,0.81017,0.57518,0.33584,0.78333,7.96e-06,7.96e-06,7.96e-06
