epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,16588.9,1.02097,1.03794,1.14668,0.50222,0.56679,0.52583,0.45915,0.59169,0.67548,0.83569,0.000166148,0.000166148,0.000166148
56,16883.7,0.95886,1.00354,1.10131,0.5119,0.63473,0.52818,0.46037,0.60504,0.67375,0.83761,0.000162613,0.000162613,0.000162613
57,17186,1.01519,1.04955,1.14605,0.52504,0.63137,0.52774,0.45907,0.60819,0.66846,0.83828,0.000159079,0.000159079,0.000159079
58,17479.9,1.01414,1.03743,1.15694,0.51947,0.61773,0.52588,0.45579,0.61724,0.65828,0.84048,0.000155545,0.000155545,0.000155545
59,17765.8,0.96278,0.98614,1.10926,0.47854,0.5935,0.52947,0.46417,0.58265,0.65843,0.83629,0.000152011,0.000152011,0.000152011
60,18070.5,0.98547,1.0186,1.12981,0.49675,0.58777,0.52658,0.46468,0.56433,0.66188,0.83445,0.000148476,0.000148476,0.000148476
61,18368.2,0.97331,0.98478,1.11888,0.49506,0.60168,0.52715,0.46373,0.57211,0.65201,0.83521,0.000144942,0.000144942,0.000144942
62,18661.8,1.00085,1.01413,1.1391,0.50046,0.61063,0.52639,0.45885,0.60082,0.65589,0.84139,0.000141408,0.000141408,0.000141408
63,18969.6,0.99706,1.00783,1.13376,0.50396,0.58034,0.53213,0.46063,0.60734,0.64933,0.84329,0.000137873,0.000137873,0.000137873
64,19257.2,0.9163,0.93608,1.09601,0.50227,0.60769,0.53367,0.46114,0.61274,0.67218,0.8435,0.000134339,0.000134339,0.000134339
65,19544.6,0.97074,0.99887,1.12058,0.51192,0.60393,0.53601,0.46304,0.6162,0.67544,0.84333,0.000130805,0.000130805,0.000130805
66,19831,0.96929,0.98824,1.1193,0.49605,0.61309,0.5354,0.46111,0.6246,0.6604,0.84411,0.000127271,0.000127271,0.000127271
67,20115.9,0.94972,0.97438,1.09815,0.48007,0.62625,0.53606,0.46406,0.60555,0.64665,0.84286,0.000123736,0.000123736,0.000123736
68,20410.6,0.92167,0.94523,1.09475,0.4852,0.62228,0.53429,0.46518,0.59546,0.64013,0.84178,0.000120202,0.000120202,0.000120202
69,20704.3,0.93178,0.92691,1.08299,0.48807,0.62228,0.53307,0.46259,0.60702,0.63919,0.84394,0.000116668,0.000116668,0.000116668
70,20999.8,0.95543,0.95028,1.10305,0.48962,0.62101,0.53402,0.45829,0.63896,0.63502,0.84501,0.000113133,0.000113133,0.000113133
71,21299.2,0.94205,0.95035,1.09222,0.49125,0.60958,0.53265,0.45978,0.6219,0.63604,0.84129,0.000109599,0.000109599,0.000109599
72,21596.9,0.94889,0.93478,1.09511,0.49548,0.64796,0.53225,0.46483,0.58799,0.62599,0.8376,0.000106065,0.000106065,0.000106065
